isbn,title,author,year,publisher,genre
9787559602152,明朝那些事儿（增补版）,当年明月,2021,北京联合出版公司,历史
9787533970055,世说俗谈,刘勃,2023,浙江文艺出版社,历史
9787559869029,洞穴公案,秦涛,2024,广西师范大学出版社,历史
9787559844125,现代中国的形成（1600—1949）,李怀印,2022,广西师范大学出版社,历史
9787203116592,隳三都,周思成,2021,山西人民出版社,历史
9787208184756,官家的心事,吴铮强,2023,上海人民出版社,历史
9787540496715,两京十五日,马伯庸,2020,湖南文艺出版社,历史
9787203128830,暮日耀光,韦庆远,2023,山西人民出版社,历史
9787513944441,狼性时代,[德]哈拉尔德·耶纳,2024,民主与建设出版社,历史
9787516825976,渤海小吏的封建脉络百战系列：楚汉双雄,渤海小吏,2020,台海出版社,历史
9787101115123,中国近代史（彩图增订本）,蒋廷黻,2016,中华书局,历史
9787545580174,惠通桥之战,余戈,2024,天地出版社,历史
9787553819174,成为雍正,李正,2023,岳麓书社,历史
9787569947281,古埃及神话,【英】凯瑟琳·钱伯斯,2024,北京时代华文书局,历史
9787509017531,中国的奋斗,[美]徐中约,2024,当代世界出版社,历史
9787552043204,中国租界通史,费成康,2024,上海社会科学院出版社,历史
9787303183876,危机与重构,李碧妍,2015,北京师范大学出版社,历史
9787213113789,隋唐帝国权力结构及制度演进,雷家骥,2024,浙江人民出版社,历史
9787108060136,近代中国社会的新陈代谢,陈旭麓,2017,生活·读书·新知三联书店,历史
9787511573537,透过地理看历史：大航海时代,李不白,2022,人民日报出版社,历史
9787550232822,中国古代文化常识,王力主编,2014,北京联合出版公司,历史
9787101081121,资治通鉴,[宋]司马光编著,2011,中华书局,历史
9787520214292,两晋悲歌,渤海小吏,2023,中国大百科全书出版社,历史
9787571434502,生而无权,[特多]埃里克·威廉斯,2024,北京科学技术出版社,历史
9787208164833,魏晋南北朝史,王仲荦,2020,上海人民出版社,历史
9787547322871,南国多秀士,黄庭硕,2024,东方出版中心,历史
9787300325897,中国的军阀政治,[美]齐锡生,2024,中国人民大学出版社,历史
9787208158191,细说宋朝,虞云国,2019,上海人民出版社,历史
9787511380326,被统治的艺术,[加]宋怡明,2019,中国华侨出版社,历史
9787510886768,第三帝国的到来,[英]理查德·J.埃文斯,2020,九州出版社,历史
9787108045188,三案始末,温功义,2013,生活·读书·新知三联书店,历史
9787500878506,金钱、奇珍异品与造物术,[美]丹尼尔·马戈奇,2024,中国工人出版社,历史
9787203132097,再造大唐,穆渭生,2024,山西人民出版社,历史
9787511213273,南明史,顾诚,2011,光明日报出版社,历史
9787301162057,历史的观念,[英]柯林武德,2010,北京大学出版社,历史
9787208148314,南北战争三百年,李硕,2018,世纪文景,历史
9787521761528,蹒跚前行,[美]布拉德福德·德龙,2024,中信出版集团,历史
9787101165838,甲申前夜·大晦,刘鹤,2024,中华书局,历史
9787530679289,司马迁的记忆之野,刘勃,2020,百花文艺出版社,历史
9787208188105,回音室,[英]柯律格,2024,上海人民出版社,历史
9787218172699,广州历史地理,曾昭璇,2024,广东人民出版社,历史
9787513928960,埃及、希腊与罗马,[英]查尔斯·弗里曼,2020,民主与建设出版社,历史
9787203132103,杨贵妃,[日]村山吉广,2024,山西人民出版社,历史
9787543235571,史学导论,[英]约翰·托什,2024,格致出版社,历史
9787542666468,有所不为的反叛者,罗新,2019,上海三联书店,历史
9787522833774,称雄天下,[美]鲁大维,2024,社会科学文献出版社,历史
9787221180391,君子时代的争霸,何晋,2024,贵州人民出版社,历史
9788721304621,明朝那些事儿,当年明月,2011,浙江人民出版社,历史
9787513945158,现代日本的缔造,[美]马里乌斯·詹森,2024,民主与建设出版社,历史
9787522828572,末代士人的身份、角色与命运,潘静如,2024,社会科学文献出版社,历史
9787571428983,中国中古政治史论,毛汉光,2024,北京科学技术出版社,历史
9787108076083,佛教文化十八讲,孙英刚,2024,生活·读书·新知三联书店,历史
9787221182142,绥靖时代,[英]蒂姆·布弗里,2024,贵州人民出版社,历史
9787509745120,1453,[英]罗杰·克劳利,2014,社会科学文献出版社,历史
9787513350501,孤星之旅,周文翰,2023,新星出版社,历史
9787559867216,明清江南商业的发展,范金民,2024,广西师范大学出版社,历史
9787513922494,罗马元老院与人民,[英]玛丽·比尔德,2018,民主与建设出版社,历史
9787301347492,重构契丹早期史,苗润博,2024,北京大学出版社,历史
9787108056832,何以中国,许宏,2016,生活·读书·新知三联书店,历史
9787559853547,中文打字机,[美]墨磊宁,2023,广西师范大学出版社,历史
9787521762303,宽容与执拗,赵冬梅,2024,中信出版社,历史
9787547323571,宋神宗,迟振汉,2024,东方出版中心,历史
9787509752647,天国之秋,[美]裴士锋,2014,社会科学文献出版社,历史
9787301348420,观无量,苗子兮,2024,北京大学出版社,历史
9787549585489,奥斯维辛,[英]劳伦斯·里斯,2016,广西师范大学出版社,历史
9787516835739,门阀,南朝,2023,台海出版社,历史
9787522808796,无政府,[英]威廉·达尔林普尔（WillimDalrymple）,2023,社会科学文献出版社,历史
9787523604915,工程帝国,[英]本·马斯登,2024,中国科学技术出版社,历史
9787549641277,葡萄酒：一部微醺文化史,[美]约翰·瓦里亚诺,2024,文汇出版社,历史
9787522504988,一起去古代:历史的一天（全5册）,河南博物院编杨征辛一宋华姚星刘维/著贺国林/绘,2021,九州出版社,历史
9787559640666,秋园,杨本芬,2020,北京联合出版公司,历史
9787509783665,中苏关系史纲,沈志华,2016,社会科学文献出版社,历史
9787571428990,中国中古社会史论,毛汉光,2024,北京科学技术出版社,历史
9787108056184,巨流河,齐邦媛,2016,生活·读书·新知三联书店,历史
9787521764758,脉络,吴军,2024,中信出版社,历史
9787301269381,全球通史：从史前到21世纪（上册）,[美]L·S·斯塔夫里阿诺斯,2020,北京大学出版社,历史
9787559861177,革命,[英]蒂姆·哈里斯,2024,广西师范大学出版社,历史
9787522821221,中国基督宗教史,陶飞亚,2024,社会科学文献出版社,历史
9787020116133,红星照耀中国,[美]埃德加·斯诺埃,2016,人民文学出版社,历史
9787559862341,微生物大历史,[挪威]斯蒂格·弗勒兰,2024,广西师范大学出版社,历史
9787213092459,征服与革命中的阿拉伯人,[英]尤金·罗根,2019,浙江人民出版社,历史
9787544792745,一百年，许多人，许多事,杨苡/口述,2023,译林出版社,历史
9787229175092,欧洲的扩张1415-1789,[美]威尔伯·科尔特斯·阿博特,2024,重庆出版社,历史
9787559856692,中华帝国晚期的性、法律与社会,[美]苏成捷（MatthewH.Sommer）,2023,广西师范大学出版社,历史
9787552033625,欧洲中世纪史（第11版）,朱迪斯·M.本内特,2021,上海社会科学院出版社,历史
9787213087981,以色列,[以]丹尼尔·戈迪斯,2018,浙江人民出版社,历史
9787520125895,空王冠,[英]丹·琼斯,2018,社会科学文献出版社,历史
9787108063960,拓跋史探,田余庆,2019,生活·读书·新知三联书店,历史
9787513352512,太后西奔,谭木声,2023,新星出版社,历史
9787513347563,清代地方政府,瞿同祖,2022,新星出版社,历史
9787500173564,谎言与真相,[美]安迪·图赫尔,2024,中译出版社,历史
9787507533026,党员、党权与党争,王奇生,2010,华文出版社,历史
9787508651903,论中国,[美]亨利·基辛格,2015,中信出版社,历史
9787213106880,何以帝国,刘守刚,2022,浙江人民出版社,历史
9787101165722,北魏时代的名号变迁与政权转型,郭硕,2024,中华书局,历史
9787520167000,间谍与叛徒,[英]本·麦金泰尔,2021,社会科学文献出版社,历史
9787559857330,复辟,[英]蒂姆·哈里斯,2024,广西师范大学出版社,历史
9787108022943,天朝的崩溃,茅海建,2005,生活·读书·新知三联书店,历史
9787108053664,万历十五年,黄仁宇,2015,生活·读书·新知三联书店,历史
9787559485137,明朝270年：明朝的外交博弈和权力游戏,刘钢,2024,江苏凤凰文艺出版社,历史
9787521763355,黄沙下的世界,[英]托比·威尔金森,2024,中信出版社,历史
9787308161459,丝绸之路,[英]彼得·弗兰科潘,2016,浙江大学出版社,历史
9787555916857,野史未必假,王磊,2024,河南文艺出版社,历史
9787523603659,经济制裁,(美)尼古拉斯·穆德(NicholasMulder),2024,中国科学技术出版社,历史
9787213112102,埃及7000年,[埃及]杰森·汤普森,2024,浙江人民出版社,历史
9787572602122,伊朗四千年,[伊朗]霍昌·纳哈万迪,2021,湖南文艺出版社,历史
9787208186842,棺材船,[爱尔兰]奇安·T.麦克马洪,2024,上海人民出版社,历史
9787213113482,法兰西的兴衰,吕一民,2024,浙江人民出版社,历史
9787532172313,人类群星闪耀时,[奥]斯蒂芬·茨威格,2019,上海文艺出版社,历史
9787101164725,南唐史,任爽,2024,中华书局,历史
9787101003048,史记（全十册）,司马迁,1982,中华书局,历史
9787508658346,二手时间,[白俄]S.A.阿列克谢耶维奇,2016,中信出版社,历史
9787214285645,明清中国的经济结构,[日]足立启二,2024,江苏人民出版社,历史
9787208186903,三国前夜,张向荣,2024,上海人民出版社,历史
9787508660752,人类简史,[以色列]尤瓦尔·赫拉利,2017,中信出版集团,历史
9787220113383,五四运动史,[美]周策纵,2019,四川人民出版社,历史
9787508668208,现代日本史,[美]安德鲁·戈登,2017,中信出版社,历史
9787559853233,和平戛然而止,玛格丽特·麦克米伦,2022,广西师范大学出版社,历史
9787301342121,人类进化中的宗教,[美]罗伯特·贝拉,2024,北京大学出版社,历史
9787575300551,港口城市与解锁世界,[英国]约翰•达尔文,2024,译林出版社,历史
9787301339275,洛阳大火,[澳]张磊夫,2023,北京大学出版社,历史
9787532794300,剑桥罗马骑士等级史,[澳]凯兰·达文波特,2024,上海译文出版社,历史
9787509769744,探路之役,萧冬连,2019,社会科学文献出版社,历史
9787574602298,寂静笼罩大地,[法]加埃唐·诺克,2024,湖南美术出版社,历史
9787108049988,祖宗之法（修订版）,邓小南,2014,生活·读书·新知三联书店,历史
9787523108376,制度与命运,燕京书评编,2024,现代出版社,历史
9787538774672,激荡三百年,艾公子,2024,时代文艺出版社,历史
9787300326450,技术、环境与疾病,[美]丹尼尔·海德里克,2024,中国人民大学出版社,历史
9787575300995,巴比伦城,[英]斯蒂芬妮·达利,2024,译林出版社,历史
9787549501076,你一定爱读的极简欧洲史,[澳]约翰·赫斯特（JohnHirst）,2011,广西师范大学出版社,历史
9787516826447,一读就上瘾的中国史,温伯陵,2020,台海出版社,历史
9787222227200,银元时代生活史,陈存仁,2024,云南人民出版社,历史
9787508678498,历史的温度,张玮,2017,中信出版集团,历史
9787108077738,朱雀,[美]薛爱华,2024,生活·读书·新知三联书店,历史
9787553811550,简读中国史,张宏杰,2019,岳麓书社,历史
9787214290687,寻找六边形,[美]施坚雅,2024,江苏人民出版社,历史
9787300316826,文艺复兴与意大利君主（上下）,[英]玛丽·霍林斯沃思,2024,中国人民大学出版社,历史
9787573505378,经纬华夏,许倬云,2023,南海出版公司,历史
9787521707502,罗马人的故事（全15册）,[日]盐野七生,2020,中信·盐野七生作品,历史
9787509727447,张力与限界,黄道炫,2011,社会科学文献出版社,历史
9787547321553,龙与狮的对话,王宏志,2023,东方出版中心,历史
9787020184347,四海之内,葛剑雄,2024,人民文学出版社,历史
9787513317887,清代旅蒙商述略,秋原,2015,新星出版社,历史
9787509772775,野蛮大陆,[英]基思·罗威,2015,社会科学文献出版社,历史
9787518814466,基督教史,[英]迪尔梅德·麦卡洛克,2024,宗教文化出版社,历史
9787520214605,言不必称希腊+光从中华来,河清,2024,中国大百科全书出版社,历史
9787533497620,认识中世纪手抄本,[德]安雅·格雷贝,2024,福建教育出版社,历史
9787506055574,八次危机,温铁军等,2013,东方出版社,历史
9787101164749,三国战争与地要天时,宋杰,2024,中华书局,历史
9787559442628,古代人的日常生活,讲历史的王老师,2020,江苏凤凰文艺出版社,历史
9787213105678,活在洪武时代,谌旭彬,2022,浙江人民出版社,历史
9787530681640,匏瓜,刘勃,2021,百花文艺出版社,历史
9787511876706,历史的巨镜,金观涛,2015,法律出版社,历史
9787522526072,烟水气与帝王州,薛冰,2024,九州出版社,历史
9787213114526,伊斯坦布尔,[英]伯纳德·刘易斯,2024,浙江人民出版社,历史
9787305207914,克里米亚战争,[英]奥兰多·费吉斯,2018,南京大学出版社,历史
9787553119151,扎布让的黄昏,黄博,2024,巴蜀书社,历史
9787100222525,权力的支柱,[英]约翰·布鲁尔,2024,商务印书馆,历史
9787101162097,儒教中国及其现代命运,[美]列文森,2024,中华书局,历史
9787513323802,洪业,[美]魏斐德,2017,新星出版社,历史
9787542680198,“无责任”的帝国,商兆琦,2023,上海三联书店,历史
9787305209970,拉丁美洲被切开的血管,[乌拉圭]爱德华多·加莱亚诺,2018,南京大学出版社,历史
9787521709681,燃烧的大洋,[美]伊恩·托尔,2020,新思文化,历史
9787558803178,透过地理看历史：三国篇,李不白,2020,中华地图学社,历史
9787521724707,银、剑、石,[美]玛丽·阿拉纳,2021,中信出版集团,历史
9787213114236,文字的故事,[新西兰]史蒂文·罗杰·费舍尔,2024,浙江人民出版社,历史
9787213101496,秦制两千年,谌旭彬,2021,浙江人民出版社,历史
9787108010360,中国大历史,黄仁宇,2007,生活·读书·新知三联书店,历史
9787205107802,东京札记,葛兆光,2024,辽宁人民出版社,历史
9787108073969,汉帝国的建立与刘邦集团,李开元,2023,生活·读书·新知三联书店,历史
9787100229111,中国秘密社会通史（全四卷）,秦宝琦,2024,商务印书馆,历史
9787547323472,黑死病,[英]约翰·哈彻,2024,东方出版中心,历史
9787020183647,走进中国城市内部,王笛,2024,人民文学出版社,历史
9787509744208,海洋帝国,[英]罗杰·克劳利,2014,社会科学文献出版社,历史
9789900129561,文明之光,吴军,2017,Just-pub,历史
9787503118449,中国历史地图集（全八册）,谭其骧,1982,中国地图出版社,历史
9787226059265,匈奴帝国史,左文宁著,2024,甘肃人民出版社,历史
9787218167282,愚蠢的核弹,[美]沙希利·浦洛基,2024,广东人民出版社,历史
9787203117438,九王夺嫡,郑小悠,2021,山西人民出版社,历史
9787213079863,命运攸关的抉择,[英]伊恩·克肖,2017,浙江人民出版社,历史
9787208157552,孔子大历史,李硕,2019,上海人民出版社,历史
9787108074591,苦命天子,茅海建,2023,生活·读书·新知三联书店,历史
9787559838056,奶酪与蛆虫,[意]卡洛·金茨堡,2021,理想国,历史
9787573008701,马丁·盖尔归来,[美]娜塔莉·泽蒙·戴维斯（NatalieZemonDavis）,2023,海南出版社,历史
9787300326481,金色沼泽,[英]巴尼·怀特-斯普纳（BarneyWhite-Spunner）,2024,中国人民大学出版社,历史
9787509770177,财富之城,[英]罗杰·克劳利,2015,社会科学文献出版社,历史
9787553818344,谋国,眭达明,2024,岳麓书社,历史
9787513351416,错位的复仇,刘勃,2023,新星出版社,历史
9787807704898,欧洲四千年,凤来仪,2024,孔学堂书局,历史
9787508660752,人类简史,[以]尤瓦尔·赫拉利,2017,中信出版社,历史
9787532792238,亲美与反美,[日]吉见俊哉,2024,上海译文出版社,历史
9787101079067,秦汉魏晋史探微,田余庆,2011,中华书局,历史
9787532969364,少年世界史,押沙龙,2023,山东文艺出版社,历史
9787520107921,地中海史诗三部曲,[英]罗杰·克劳利,2017,社会科学文献出版社,历史
9787522523729,特洛伊的海伦,[英]贝塔妮·休斯,2023,九州出版社,历史
9787571437923,茶经译注,[唐]陆羽,2024,北京科学技术出版社,历史
9787010009148,毛泽东选集第一卷,毛泽东,1991,人民出版社,历史
9787020141265,张居正,熊召政,2019,人民文学出版社,历史
9787020139590,额尔古纳河右岸,迟子建,2019,人民文学出版社,历史
9787020180240,黑牢城,[日]米泽穗信,2023,人民文学出版社,历史
9787108063007,中国历代政治得失,钱穆,2018,生活·读书·新知三联书店,历史
9787108077790,八十七年,田雷,2024,生活·读书·新知三联书店,历史
9787536097117,山居杂忆,高诵芬,2022,花城出版社,历史
9787545574876,荷兰共和国,(英)乔纳森·伊斯雷尔,2023,天地出版社,历史
9787547322451,天国之春,[英]林赛·布莱恩,2023,东方出版中心,历史
9787542684059,活着回来的男人,[日]小熊英二,2024,上海三联书店,历史
9787553818160,中国近代史,蒋廷黻,2024,岳麓书社,历史
9787203067962,“中间地带”的革命,杨奎松,2010,山西人民出版社,历史
9787549641796,大萧条的孩子们,[美]格伦·H.埃尔德,2024,文汇出版社,历史
9787510478062,遗迹里的中国史,曲长涛,2024,新世界出版社,历史
9787521736816,枪炮、病菌与钢铁,[美]贾雷德·戴蒙德,2022,中信出版社,历史
9787540476250,苏东坡传,林语堂,2016,湖南文艺出版社,历史
9787532576159,魏晋之际的政治权力与家族网络,仇鹿鸣,2015,上海古籍出版社,历史
9787509781623,世界的演变,[德]于尔根·奥斯特哈默,2016,社会科学文献出版社,历史
9787522834030,魏玛共和国,[德]海因里希·奥古斯特·温克勒,2024,社会科学文献出版社,历史
9787549642137,脱了臼的世纪,[美]彼得·盖伊,2024,文汇出版社,历史
9787559835895,历史的运用与滥用,[加]玛格丽特·麦克米伦,2021,广西师范大学出版社,历史
9787511554864,大唐兴亡三百年（全7册）,王觉仁,2018,人民日报出版社,历史
9787521735604,诸神的黄昏,[美]伊恩·托尔,2021,新思文化,历史
9787521757064,地理即命运,[英]伊恩·莫里斯,2024,中信出版社,历史
9787554019948,女人的中国医疗史,李贞德,2024,浙江古籍出版社,历史
9787519474966,第二次世界大战战史,[英]利德尔·哈特(LiddellHart),2024,光明日报出版社,历史
9787508647074,中国通史（上下册）,傅乐成,2014,中信出版社,历史
9787508694375,企鹅欧洲史·古典欧洲的诞生,[英]西蒙·普莱斯,2019,中信出版社,历史
9787513921091,曾国藩传,张宏杰,2019,民主与建设出版社,历史
9787571119041,西方汉学史,[美]韩大伟,2024,大象出版社,历史
9787516814345,最寒冷的冬天,[美]大卫·哈伯斯塔姆,2017,台海出版社,历史
9787547324196,北宋的改革与变法,梁庚尧,2024,东方出版中心,历史
9787208088580,历史研究（上下卷）,[英]阿诺德·汤因比著,2010,上海人民出版社,历史
9787545577457,巨变与突围,李晓鹏,2024,天地出版社,历史
9787545911091,中央帝国的财政密码,郭建龙,2017,鹭江出版社,历史
9787521760323,DK时间线上的全球史,英国DK公司编著,2024,中信出版社,历史
9787510892233,战时的第三帝国,[英]理查德·J.埃文斯,2020,九州出版社,历史
9787509780640,撒马尔罕的金桃,[美]薛爱华,2016,社会科学文献出版社,历史
9787513944311,龙头蛇尾,[美]石康（KennethM.Swope）,2023,民主与建设出版社,历史
9787553815510,中世纪,李筠,2023,岳麓书社,历史
9787208186934,同时代的北方,刘岩,2024,上海人民出版社,历史
9787505751378,三国史话,吕思勉著,2021,中国友谊出版公司,历史
9787532178377,西线无战事,[德]埃里希·玛丽亚·雷马克,2021,上海文艺出版社,历史
9787571419547,中国古代战争的地理枢纽,宋杰,2022,北京科学技术出版社,历史
9787208148536,奥古斯都,[美]约翰·威廉斯,2018,上海人民出版社,历史
9787559868817,耶拿1800年,[德]彼得·诺伊曼,2024,广西师范大学出版社,历史
9787574104624,审物,潘天波,2024,江苏凤凰美术出版社,历史
9787213112171,逐利之网,[美]戴维·伊格莱尔,2024,浙江人民出版社,历史
9787508685984,讲给大家的中国历史01,杨照,2018,中信出版社,历史
9787507555653,燃烧1864,卢克文,2024,华文出版社,历史
9787572217432,武则天,蒙曼,2021,浙江教育出版社,历史
9787229178000,隋唐中枢体制的发展演变,袁刚,2023,重庆出版社,历史
9787301109489,全球通史(上),[美]斯塔夫里阿诺斯,2006,北京大学出版社,历史
9787108052629,秦崩,李开元,2015,生活·读书·新知三联书店,历史
9787511382788,滔天洪水,[英]亚当·图兹,2021,中国华侨出版社,历史
9787100230117,明靖难史事考证稿,王崇武,2024,商务印书馆,历史
9787532183562,大医·破晓篇,马伯庸,2022,上海文艺出版社,历史
9787573208712,东汉时代的政治与社会,[日]东晋次,2023,上海古籍出版社,历史
9787521704051,企鹅欧洲史·罗马帝国的遗产,[英]克里斯·威克姆,2019,新思文化,历史
9787220132230,汉代的谣言,吕宗力,2023,四川人民出版社,历史
9787531758761,西洋史,陈衡哲,2023,北方文艺出版社,历史
9787510886294,当权的第三帝国,[英]理查德·J.埃文斯,2020,九州出版社,历史
9787522524344,毒堇之杯,[英]贝塔妮·休斯,2023,九州出版社,历史
9787532796175,君幸食,[英]扶霞·邓洛普,2024,上海译文出版社,历史
9787108076311,望长安,霍宏伟,2024,生活·读书·新知三联书店,历史
9787549631452,失落的卫星,刘子超,2020,文汇出版社,历史
9787515338705,大博弈,[英]彼得·霍普柯克,2016,中国青年出版社,历史
9787540478315,长安十二时辰上,马伯庸,2017,湖南文艺出版社,历史
9787540478339,长安十二时辰下,马伯庸,2017,湖南文艺出版社,历史
9787509799840,党员、党权与党争,王奇生,2018,社会科学文献出版社,历史
9787547065143,鹿隐之野,押沙龙,2024,万卷出版公司,历史
9787575300810,盎格鲁-撒克逊人,[英]马克·莫里斯,2024,译林出版社,历史
9787520171205,纳粹集中营史,尼古拉斯·瓦克斯曼,2021,社会科学文献出版社,历史
9787100105903,国史大纲,钱穆,2015,商务印书馆,历史
9787115548559,古希腊文明的光芒（上下）,赵林,2020,人民邮电出版社,历史
9787300316864,盛世前夜,吴鹏,2023,中国人民大学出版社,历史
9787220118043,苏东坡新传,李一冰,2020,四川人民出版社,历史
9787108075390,唐代藩镇研究,张国刚,2023,生活·读书·新知三联书店,历史
