User-ID,ISBN,Book-Rating
137649746,9787208187467,50
215342084,9787559673848,50
114975293,9787572610912,50
61965342,9787559673817,40
227095345,9787536692930,10
121722558,9787572616099,40
119773125,9787229151447,50
123392443,9787229185084,50
4067295,9787532793921,40
83616696,9787513353939,30
183507184,9787559863324,10
161988609,9787513344180,40
161988609,9787513344180,40
214442058,9787572610912,40
151847209,9787229185084,50
102791816,9787208187467,30
229001824,9787572616099,50
2197848,9787542684738,30
186122749,9787559673848,40
222124290,9787532793921,40
48590828,9787572610912,50
216326692,9787229151447,50
48888825,9787201161693,40
1358596,9787513344180,50
60504195,9787572616099,40
1358596,9787513344180,50
1695369,9787559673848,30
60459347,9787559673817,30
115747207,9787572610912,40
3481146,9787208187467,40
64986092,9787513344180,30
2231124,9787572616099,50
2087422,9787532793921,40
53748765,9787229185084,50
64986092,9787513344180,30
39081665,9787513353939,30
253108158,9787208187467,50
47631056,9787559863324,40
43915215,9787573908896,40
2717385,9787108006639,40
1634596,9787542684738,30
1388521,9787572616099,40
1079106,9787513353939,40
3832050,9787559863324,50
61629639,9787208187467,30
4446528,9787572616099,40
1726256,9787559673848,40
49148307,9787573908896,50
162332475,9787521757965,40
178082141,9787559673817,40
134359493,9787513344180,40
3155342,9787229185084,50
50124048,9787208187467,30
93230766,9787559673848,50
1884878,9787542684738,20
134359493,9787513344180,40
2551699,9787572610912,40
87195663,9787559673817,50
214538315,9787536692930,40
139465623,9787513344180,40
139465623,9787513344180,40
224725912,9787229185084,40
1045899,9787559863324,50
52502114,9787573908896,50
65588628,9787532793921,30
208521321,9787201161693,30
55275802,9787521757965,50
136775123,9787229151447,40
3658768,9787572616099,40
152420693,9787542684738,30
44357254,9787208187467,40
59960101,9787572610912,50
218501242,9787201161693,40
232942677,9787559673848,40
211803839,9787229151447,50
197339458,9787542684738,50
142221946,9787513344180,30
1280058,9787536692930,50
158359234,9787513353939,40
63209036,9787573908896,30
142221946,9787513344180,30
1053522,9787559863324,50
45122610,9787532793921,40
2827298,9787521757965,10
92359784,9787559673817,50
192553107,9787208187467,30
40014667,9787229151447,40
106973082,9787573908896,30
227355883,9787229185084,50
267389951,9787521757965,40
250268965,9787559673848,30
154532418,9787513344180,50
1041720,9787201161693,40
239865649,9787542684738,40
154532418,9787513344180,50
154064165,9787108006639,40
143805058,9787542684738,50
174650673,9787208187467,40
2469799,9787572616099,40
175269255,9787513353939,30
152127072,9787559673817,50
167804258,9787572610912,30
60504195,9787521757965,50
1085637,9787229151447,50
166168890,9787559863324,50
2114688,9787559673848,40
240246727,9787201161693,50
1352511,9787573908896,40
142778663,9787208187467,40
1565237,9787536692930,40
149664294,9787559673817,50
36216271,9787229151447,50
1231914,9787532793921,50
190201638,9787229185084,50
162529765,9787108006639,50
89229131,9787542684738,50
89993403,9787513344180,40
189526964,9787559673817,40
183928552,9787559673848,50
29273354,9787559863324,50
2273373,9787208187467,40
1602071,9787513353939,40
89993403,9787513344180,40
4352707,9787542684738,40
152142084,9787559863324,50
2761276,9787532793921,40
58101521,9787201161693,30
1047514,9787208187467,30
23925657,9787521757965,40
241498195,9787229151447,40
2132207,9787542684738,20
184420599,9787108006639,50
193283810,9787572610912,50
139690339,9787573908896,20
66858097,9787559673817,40
3351052,9787208187467,40
253108158,9787559863324,50
124705527,9787513344180,50
124705527,9787513344180,50
1166692,9787532793921,40
3177308,9787513353939,30
2611882,9787521757965,40
126480642,9787559673848,40
36539878,9787542684738,30
17966866,9787229151447,40
173957422,9787208187467,50
142585095,9787513344180,50
142585095,9787513344180,50
2730208,9787513353939,30
10464750,9787532793921,50
4541080,9787521757965,40
195815744,9787208187467,30
15523766,9787559673848,50
179177117,9787542684738,40
204119957,9787532793921,50
268802318,9787559863324,50
49805094,9787513353939,30
157036332,9787229151447,50
158025783,9787513344180,50
158025783,9787513344180,50
190920121,9787559673848,40
127226467,9787513353939,40
53519362,9787229185084,40
120943431,9787229151447,50
39073422,9787513344180,50
39324831,9787513353939,20
39073422,9787513344180,50
134416938,9787208187467,40
2222845,9787532793921,40
1583346,9787536692930,50
2096371,9787559673817,30
2195595,9787208187467,40
2030435,9787201161693,40
253241951,9787536692930,40
1486546,9787521757965,30
47631056,9787532188048,40
76879423,9787559673817,50
148006410,9787573908896,40
140896490,9787208187467,30
124057346,9787559673848,40
72489343,9787559673817,50
4309540,9787542684738,50
51330374,9787572616099,40
51409222,9787573908896,40
1043564,9787108006639,40
63869775,9787513353939,30
86505188,9787532188048,50
1187356,9787542684738,30
2492135,9787536692930,40
77878675,9787559852533,40
3935331,9787521757965,30
53499605,9787513344180,50
48555137,9787513353939,10
187511376,9787559852533,50
120475543,9787573908896,50
194607621,9787559673848,50
193447613,9787532188048,50
3307513,9787559673817,50
61778941,9787521757965,30
53499605,9787513344180,50
181659942,9787108006639,50
128344771,9787542684738,10
42539494,9787572610912,30
2442793,9787201161693,50
99230563,9787536692930,50
141912579,9787229151447,50
90904421,9787532793921,40
223664862,9787559673848,40
64922184,9787573908896,40
53772574,9787513353939,40
30781121,9787559852533,50
102791816,9787559673817,40
197250934,9787532188048,50
253844692,9787542684738,40
3935505,9787201161693,50
81020094,9787572616099,40
55428054,9787532793921,40
213524316,9787559673848,40
1500604,9787513344180,50
165700474,9787513353939,30
3376081,9787536692930,40
125165369,9787229151447,30
27379135,9787572616099,40
1500604,9787513344180,50
3734035,9787201161693,40
4012013,9787559673817,50
53131985,9787532188048,50
3254764,9787208187467,30
3883362,9787559852533,50
82775922,9787521757965,40
167162518,9787108006639,50
6077421,9787532188048,50
130503393,9787573908896,40
3546485,9787513344180,40
174795428,9787542684738,40
63642721,9787208187467,50
271256474,9787559673817,50
180016015,9787201161693,40
75893702,9787108006639,40
3546485,9787513344180,40
200608060,9787521757965,40
3839681,9787532793921,40
163112306,9787513353939,30
53168044,9787513344180,50
48222240,9787559673848,50
2603819,9787542684738,20
130181601,9787536692930,40
140169766,9787108006639,50
143283056,9787521757965,50
53168044,9787513344180,50
51932177,9787532793921,30
159830406,9787572616099,40
2641433,9787513353939,40
250382092,9787208187467,50
172730760,9787559673817,50
219551265,9787521757965,40
2212068,9787536692930,10
221007840,9787559852533,20
271931784,9787532188048,50
126443220,9787229151447,30
69246498,9787559673848,40
93844144,9787542684738,20
182797118,9787573908896,30
69220657,9787521757965,40
121189950,9787559673817,50
50518121,9787559852533,30
1983358,9787532793921,40
144315914,9787572616099,40
146502198,9787559673848,50
136108456,9787513344180,50
56958337,9787229151447,50
147524060,9787572616099,30
1297478,9787559673848,50
146498896,9787572610912,50
136108456,9787513344180,50
184426111,9787559852533,50
52633332,9787521757965,50
4258506,9787532793921,40
59384667,9787229151447,50
162267982,9787559673817,40
1105395,9787542684738,10
1301150,9787572616099,50
1338590,9787573908896,30
3950603,9787559673848,50
1398879,9787208187467,30
226239731,9787532188048,50
253108158,9787542684738,40
65312255,9787513353939,40
2096579,9787559852533,50
2739485,9787573908896,30
57761188,9787572616099,50
163341928,9787559852533,20
2161155,9787542684738,40
41594925,9787536692930,50
78846753,9787573908896,30
1149738,9787559673817,50
53367592,9787521757965,40
160402618,9787542684738,30
2066733,9787559852533,50
57639704,9787532793921,40
62845072,9787201161693,40
1277486,9787559673848,40
1345496,9787573908896,50
48126357,9787208187467,40
11221175,9787572610912,50
193288686,9787229151447,50
70661484,9787559673817,30
143233268,9787532793921,40
46948035,9787521757965,30
239887137,9787559673848,40
74165764,9787542684738,50
61051965,9787108006639,50
47402074,9787532793921,40
82879210,9787559673817,50
35790692,9787201161693,40
45058488,9787559673848,50
245301383,9787208187467,40
66702936,9787542684738,40
33738130,9787532793921,40
48498923,9787572610912,50
192433230,9787208187467,50
160820317,9787532793921,40
153371912,9787513353939,30
153623936,9787559852533,20
60945236,9787572610912,40
156561308,9787208187467,30
4625504,9787559673848,50
240296907,9787201161693,50
140994495,9787513353939,40
169475612,9787532188048,40
43698408,9787573908896,40
50258580,9787542684738,50
45553745,9787513344180,40
51434567,9787532793921,30
108810884,9787572610912,50
163869270,9787559673848,50
